SIMRUN,TIMEINT,QUEUECOUNTER,QLEN,QLENMAX,QSTOPS
25,1020-1080,1,9.9,51.46,7
25,1020-1080,2,161.89,181.41,25
25,1020-1080,3,54.72,114.89,28
25,1020-1080,4,0.88,11.05,2
25,1020-1080,5,69.88,143.8,19
25,1020-1080,6,59.05,90.96,12
25,1020-1080,7,22.12,48.76,10
25,1080-1140,1,7.48,29.13,8
25,1080-1140,2,191.38,205.39,26
25,1080-1140,3,61.56,121.93,14
25,1080-1140,4,4.49,16.51,3
25,1080-1140,5,43.37,143.78,8
25,1080-1140,6,35.21,63.15,4
25,1080-1140,7,48.05,89.86,28
25,1140-1200,1,16.21,52.16,10
25,1140-1200,2,204.95,226.6,36
25,1140-1200,3,66.37,146.93,29
25,1140-1200,4,10.52,36.86,8
25,1140-1200,5,22.44,44,7
25,1140-1200,6,5.66,19.44,2
25,1140-1200,7,83.53,124.23,34
25,1200-1260,1,23.75,49.56,11
25,1200-1260,2,213.03,250.05,41
25,1200-1260,3,70.43,147.74,24
25,1200-1260,4,6.42,24.52,4
25,1200-1260,5,7.79,22.27,3
25,1200-1260,6,4.22,11.81,3
25,1200-1260,7,63.34,129.6,16
25,1260-1320,1,22.92,62.68,6
25,1260-1320,2,191.21,215.93,32
25,1260-1320,3,59.24,130.28,26
25,1260-1320,4,0.02,5,1
25,1260-1320,5,22.77,62.28,9
25,1260-1320,6,16.69,43.56,7
25,1260-1320,7,19.66,44.81,13
25,1320-1380,1,18.53,57.59,10
25,1320-1380,2,170.26,207.15,33
25,1320-1380,3,65,129.24,19
25,1320-1380,4,0,0,0
25,1320-1380,5,119.9,140.07,20
25,1320-1380,6,1.47,11.44,3
25,1320-1380,7,83.8,122.83,32
25,1380-1440,1,65.21,110.25,24
25,1380-1440,2,169.45,191.64,29
25,1380-1440,3,128.96,147.42,25
25,1380-1440,4,5.64,29.38,5
25,1380-1440,5,69.85,139.11,10
25,1380-1440,6,32.17,56.15,10
25,1380-1440,7,74.79,97.75,20
25,1440-1500,1,110.19,124.9,25
25,1440-1500,2,145.04,199.62,34
25,1440-1500,3,89.03,147.14,17
25,1440-1500,4,0,0,0
25,1440-1500,5,131.95,140.75,9
25,1440-1500,6,42.05,62.71,10
25,1440-1500,7,117.4,162.99,21
25,1500-1560,1,180.69,233.86,27
25,1500-1560,2,138.85,161.44,27
25,1500-1560,3,107.62,121.68,10
25,1500-1560,4,3.29,18.66,3
25,1500-1560,5,79.42,140.75,11
25,1500-1560,6,13.26,30.89,5
25,1500-1560,7,172.47,269.46,71
25,1560-1620,1,272.17,331.12,76
25,1560-1620,2,123.56,159.95,23
25,1560-1620,3,71.47,117.27,17
25,1560-1620,4,0.57,10.42,2
25,1560-1620,5,66.13,122.21,17
25,1560-1620,6,57.51,76.54,8
25,1560-1620,7,337.3,429.92,33
25,1620-1680,1,184.51,256.84,47
25,1620-1680,2,143.16,180.19,25
25,1620-1680,3,76.34,146.52,24
25,1620-1680,4,0,0,0
25,1620-1680,5,110.88,140.3,22
25,1620-1680,6,64.15,83.54,14
25,1620-1680,7,455.48,468.65,30
25,1680-1740,1,157.42,187.8,37
25,1680-1740,2,152.92,176.9,23
25,1680-1740,3,66.57,121.57,39
25,1680-1740,4,0.03,5.37,1
25,1680-1740,5,69.16,137.94,13
25,1680-1740,6,52.34,89.17,15
25,1680-1740,7,240.26,461.55,59
25,1740-1800,1,181.66,227.99,56
25,1740-1800,2,144.77,175.95,20
25,1740-1800,3,129.52,148.74,30
25,1740-1800,4,2.1,10.93,2
25,1740-1800,5,66.42,137.91,18
25,1740-1800,6,27.49,69.32,7
25,1740-1800,7,388.48,450.89,68
25,1800-1860,1,212.2,285.49,43
25,1800-1860,2,131.6,164.77,23
25,1800-1860,3,69.28,147.13,37
25,1800-1860,4,1.56,17.28,3
25,1800-1860,5,67.2,138.98,16
25,1800-1860,6,12.52,31.24,5
25,1800-1860,7,356.61,463.65,58
25,1860-1920,1,292.08,335.81,49
25,1860-1920,2,113.87,139.42,26
25,1860-1920,3,130.34,147.39,23
25,1860-1920,4,2.72,23.36,1
25,1860-1920,5,56.34,139.99,19
25,1860-1920,6,33.61,57.19,6
25,1860-1920,7,33.33,160.88,17
25,1920-1980,1,246.01,350.53,45
25,1920-1980,2,137.02,156.74,23
25,1920-1980,3,137.79,147.41,29
25,1920-1980,4,0.06,5.07,1
25,1920-1980,5,36.58,70.26,8
25,1920-1980,6,77.21,89.16,7
25,1920-1980,7,81.84,249.28,42
25,1980-2040,1,227.21,269.14,51
25,1980-2040,2,156.65,192.45,34
25,1980-2040,3,142.85,147.26,18
25,1980-2040,4,0.02,4.87,1
25,1980-2040,5,110.84,145.15,16
25,1980-2040,6,121.56,139.59,8
25,1980-2040,7,157.74,275.55,29
25,2040-2100,1,212.08,293.58,32
25,2040-2100,2,193.23,225.1,34
25,2040-2100,3,145.17,148.81,22
25,2040-2100,4,2.73,24.41,3
25,2040-2100,5,69.46,143.52,15
25,2040-2100,6,157.26,188.71,28
25,2040-2100,7,102.23,149.21,30
25,2100-2160,1,187.19,300.43,40
25,2100-2160,2,191.13,231.82,33
25,2100-2160,3,67.8,123.75,24
25,2100-2160,4,2.94,17.07,4
25,2100-2160,5,48.36,122.17,16
25,2100-2160,6,183.9,192.18,29
25,2100-2160,7,149.99,218.27,36
25,2160-2220,1,34.75,83.09,15
25,2160-2220,2,222.05,231.58,29
25,2160-2220,3,55.73,114.28,25
25,2160-2220,4,4.47,29.67,3
25,2160-2220,5,65.14,114.29,18
25,2160-2220,6,97.26,118.8,13
25,2160-2220,7,111.53,150.07,18
25,2220-2280,1,12.27,58.91,11
25,2220-2280,2,254.21,277.07,10
25,2220-2280,3,32.83,89.1,11
25,2220-2280,4,0.7,10.59,2
25,2220-2280,5,37.92,76.72,11
25,2220-2280,6,76.78,99.59,17
25,2220-2280,7,59.2,90.99,15
25,2280-2340,1,4.96,17.09,5
25,2280-2340,2,264.93,291.53,37
25,2280-2340,3,129.45,147.28,25
25,2280-2340,4,0.01,4.32,1
25,2280-2340,5,29.54,69.62,8
25,2280-2340,6,71.59,87.72,10
25,2280-2340,7,67,97.56,24
25,2340-2400,1,8.2,31.98,9
25,2340-2400,2,224.73,263.77,44
25,2340-2400,3,69.85,147.19,31
25,2340-2400,4,0.03,4.58,1
25,2340-2400,5,61.63,139.56,16
25,2340-2400,6,45.92,64.7,8
25,2340-2400,7,64.93,97.1,27
25,2400-2460,1,16.96,57.23,11
25,2400-2460,2,214.85,239.74,43
25,2400-2460,3,137.78,147.8,22
25,2400-2460,4,0.01,4.5,1
25,2400-2460,5,68.97,140,20
25,2400-2460,6,25.18,43.87,3
25,2400-2460,7,73.63,109.18,22
25,2460-2520,1,54.47,114.48,17
25,2460-2520,2,228.19,246.05,37
25,2460-2520,3,86.49,147.21,39
25,2460-2520,4,32.89,102.15,15
25,2460-2520,5,59.01,139.08,15
25,2460-2520,6,11.22,23.53,3
25,2460-2520,7,49.71,85.69,20
25,2520-2580,1,13.18,37.76,4
25,2520-2580,2,251.46,268.31,38
25,2520-2580,3,80.73,147.11,14
25,2520-2580,4,104.8,140.42,7
25,2520-2580,5,113.31,140.19,9
25,2520-2580,6,4.19,11.08,3
25,2520-2580,7,73.2,100.16,29
25,2580-2640,1,3.84,19.42,6
25,2580-2640,2,217.6,250.31,41
25,2580-2640,3,62.26,147.27,22
25,2580-2640,4,0.03,4.77,1
25,2580-2640,5,16.67,42.37,7
25,2580-2640,6,2.89,4.41,0
25,2580-2640,7,79.64,109.93,46
25,2640-2700,1,15.17,27.05,7
25,2640-2700,2,221.04,256.84,42
25,2640-2700,3,33.02,95.71,19
25,2640-2700,4,4.25,17.16,3
25,2640-2700,5,18.75,57.74,7
25,2640-2700,6,6.42,30.55,5
25,2640-2700,7,49.95,113.16,11
25,2700-2760,1,34.84,52.53,10
25,2700-2760,2,204.07,219.38,33
25,2700-2760,3,77.8,145.34,27
25,2700-2760,4,4.8,26.01,4
25,2700-2760,5,18.24,55.46,8
25,2700-2760,6,6.45,24.96,5
25,2700-2760,7,17.48,41.99,15
25,2760-2820,1,47.66,72.46,20
25,2760-2820,2,218.83,243.65,41
25,2760-2820,3,71.91,147.06,23
25,2760-2820,4,0.02,3.91,1
25,2760-2820,5,20.61,42.43,7
25,2760-2820,6,18.03,29.78,3
25,2760-2820,7,19.71,38.7,10
25,2820-2880,1,22.79,41.79,7
25,2820-2880,2,258.12,283.48,40
25,2820-2880,3,70.32,122.39,22
25,2820-2880,4,1.21,12.7,2
25,2820-2880,5,33.22,98.5,13
25,2820-2880,6,17.14,37.66,7
25,2820-2880,7,38.18,69.95,14
25,2880-2940,1,13.73,36.51,5
25,2880-2940,2,254.09,274.69,39
25,2880-2940,3,131,147.06,22
25,2880-2940,4,0.02,4.74,1
25,2880-2940,5,26.12,75.73,11
25,2880-2940,6,15.38,39.43,6
25,2880-2940,7,26.09,52.1,12
25,2940-3000,1,26.41,49.36,9
25,2940-3000,2,235.83,254.65,36
25,2940-3000,3,50.27,107.18,21
25,2940-3000,4,0,0,0
25,2940-3000,5,10.77,43.25,4
25,2940-3000,6,17.7,52.37,8
25,2940-3000,7,13.97,38.02,9
25,3000-3060,1,21.32,45.01,9
25,3000-3060,2,212.21,245.55,37
25,3000-3060,3,53.82,126.55,17
25,3000-3060,4,0,0,0
25,3000-3060,5,3.65,24.6,4
25,3000-3060,6,26.29,51.42,8
25,3000-3060,7,13.57,32.92,10
25,3060-3120,1,31.33,54.31,10
25,3060-3120,2,153.46,185.55,31
25,3060-3120,3,25.53,60.36,15
25,3060-3120,4,0.04,4.86,1
25,3060-3120,5,4.48,24.04,4
25,3060-3120,6,29.63,64.33,9
25,3060-3120,7,8,31.15,5
25,3120-3180,1,46.13,77,13
25,3120-3180,2,158.51,181.09,27
25,3120-3180,3,27.91,66.93,13
25,3120-3180,4,1.66,18.73,3
25,3120-3180,5,35.36,108.7,21
25,3120-3180,6,8.54,44.41,2
25,3120-3180,7,24.57,53.69,8
25,3180-3240,1,18.2,30.89,5
25,3180-3240,2,184.61,217.93,35
25,3180-3240,3,17.75,59,12
25,3180-3240,4,4.19,24.83,2
25,3180-3240,5,39.68,100.23,15
25,3180-3240,6,10.22,44.83,8
25,3180-3240,7,35.88,71.65,12
25,3240-3300,1,10.5,26.1,6
25,3240-3300,2,189.8,234.24,36
25,3240-3300,3,17.56,69.01,15
25,3240-3300,4,0.05,10.56,1
25,3240-3300,5,21.04,58.2,8
25,3240-3300,6,33.68,65.12,10
25,3240-3300,7,52.84,92.98,32
25,3300-3360,1,14.78,26.27,7
25,3300-3360,2,146.48,182.84,22
25,3300-3360,3,58.04,124.02,26
25,3300-3360,4,2.46,17.84,3
25,3300-3360,5,22.26,62.89,9
25,3300-3360,6,44.37,52.43,9
25,3300-3360,7,33.91,97.5,16
25,3360-3420,1,9.38,25.15,7
25,3360-3420,2,116.97,154.89,27
25,3360-3420,3,66.37,118.16,25
25,3360-3420,4,3.37,17.46,3
25,3360-3420,5,18.32,56.07,6
25,3360-3420,6,47.87,63.76,9
25,3360-3420,7,29.43,63.84,14
25,3420-3480,1,4.76,18.37,4
25,3420-3480,2,109.62,161.46,23
25,3420-3480,3,65.98,118.86,20
25,3420-3480,4,12.69,57.1,9
25,3420-3480,5,16.77,55.01,8
25,3420-3480,6,33.9,59.47,7
25,3420-3480,7,44.39,70.44,23
25,3480-3540,1,14.05,31.56,7
25,3480-3540,2,78.94,110,13
25,3480-3540,3,144.42,148.91,22
25,3480-3540,4,0.02,4.73,1
25,3480-3540,5,24.17,45.02,7
25,3480-3540,6,30.56,45.31,9
25,3480-3540,7,84.29,111.51,30
25,3540-3600,1,3.69,12.37,4
25,3540-3600,2,39.66,63.84,11
25,3540-3600,3,82.13,147.09,23
25,3540-3600,4,3.59,24.39,4
25,3540-3600,5,16.5,44.78,7
25,3540-3600,6,25.46,51.3,4
25,3540-3600,7,88.88,111.39,30
25,3600-3660,1,10.05,55.1,8
25,3600-3660,2,36.98,57.83,11
25,3600-3660,3,78.08,147.25,18
25,3600-3660,4,2.57,17.7,3
25,3600-3660,5,30.29,58.3,8
25,3600-3660,6,5.88,24.87,5
25,3600-3660,7,94.83,138.77,29
25,3660-3720,1,37.98,91.88,14
25,3660-3720,2,42.86,64.49,13
25,3660-3720,3,50.9,103.75,21
25,3660-3720,4,0.02,4.66,1
25,3660-3720,5,48.7,140.2,17
25,3660-3720,6,7.92,26.07,4
25,3660-3720,7,140.2,235.88,37
25,3720-3780,1,17.83,46.54,9
25,3720-3780,2,59.02,73.38,7
25,3720-3780,3,135.26,148.96,25
25,3720-3780,4,1.14,11.58,2
25,3720-3780,5,62.73,139.37,12
25,3720-3780,6,10.8,24.24,5
25,3720-3780,7,192.53,318.82,43
25,3780-3840,1,5.19,18.56,4
25,3780-3840,2,83.05,115.26,19
25,3780-3840,3,79.72,147.79,18
25,3780-3840,4,0.04,4.79,1
25,3780-3840,5,111.92,140.27,10
25,3780-3840,6,0.07,5.02,1
25,3780-3840,7,142.59,189.89,58
25,3840-3900,1,15.17,33.08,8
25,3840-3900,2,89.31,114.34,16
25,3840-3900,3,23.29,55.38,15
25,3840-3900,4,10.02,30.48,5
25,3840-3900,5,13.34,49.39,4
25,3840-3900,6,10.88,25.48,5
25,3840-3900,7,97.67,185.46,25
25,3900-3960,1,6.62,25.2,6
25,3900-3960,2,83.82,108.5,14
25,3900-3960,3,8.17,45.81,3
25,3900-3960,4,0,0,0
25,3900-3960,5,11.72,37.59,6
25,3900-3960,6,7.07,20,5
25,3900-3960,7,119.22,174.54,28
25,3960-4020,1,6.58,11.26,2
25,3960-4020,2,59.62,89.72,12
25,3960-4020,3,9.91,31.39,3
25,3960-4020,4,0.02,4.63,1
25,3960-4020,5,17.05,77.48,8
25,3960-4020,6,7.41,30.91,4
25,3960-4020,7,99.88,174.21,17
25,4020-4080,1,12.16,47.56,10
25,4020-4080,2,43.98,58.57,10
25,4020-4080,3,15.08,38.16,9
25,4020-4080,4,0.06,5.22,1
25,4020-4080,5,4.03,23.87,4
25,4020-4080,6,11.79,26.48,4
25,4020-4080,7,72.79,99.51,21
25,4080-4140,1,11.74,47.43,3
25,4080-4140,2,31.2,47.99,8
25,4080-4140,3,11.81,36.76,12
25,4080-4140,4,2.49,16.87,3
25,4080-4140,5,7.23,31.19,5
25,4080-4140,6,1.68,19.02,3
25,4080-4140,7,55.08,74.78,10
25,4140-4200,1,5.35,18.35,5
25,4140-4200,2,4.43,11.99,2
25,4140-4200,3,14.8,33.25,12
25,4140-4200,4,0,0,0
25,4140-4200,5,9.58,53.91,7
25,4140-4200,6,1.64,12,2
25,4140-4200,7,53.39,75.33,13
25,4200-4260,1,11.21,39.07,7
25,4200-4260,2,7.87,24.77,4
25,4200-4260,3,7.74,32.42,4
25,4200-4260,4,0.01,4.61,1
25,4200-4260,5,3.72,25.27,4
25,4200-4260,6,7.02,26.22,4
25,4200-4260,7,58.35,81.06,10
25,4260-4320,1,21.29,44.83,8
25,4260-4320,2,40.6,66.2,12
25,4260-4320,3,15.55,64.34,11
25,4260-4320,4,0,0,0
25,4260-4320,5,3.14,17.28,2
25,4260-4320,6,28.72,56.79,13
25,4260-4320,7,51.94,89.28,10
25,4320-4380,1,7.69,25.23,7
25,4320-4380,2,36.16,49.72,7
25,4320-4380,3,45.79,84.37,19
25,4320-4380,4,0,0,0
25,4320-4380,5,23.46,79.33,14
25,4320-4380,6,34.43,64.19,11
25,4320-4380,7,54.48,80.83,23
25,4380-4440,1,14.88,39.25,11
25,4380-4440,2,32.42,56.4,6
25,4380-4440,3,77.94,146.78,23
25,4380-4440,4,0.06,5.05,1
25,4380-4440,5,44.99,120.92,21
25,4380-4440,6,66.34,89.79,16
25,4380-4440,7,21.92,42.07,10
25,4440-4500,1,11.13,32.91,4
25,4440-4500,2,27.06,37.5,6
25,4440-4500,3,132.19,147.33,13
25,4440-4500,4,1.14,11.44,1
25,4440-4500,5,26.02,57.85,5
25,4440-4500,6,92.22,96.09,5
25,4440-4500,7,10.37,17.9,4
26,900-960,1,11.31,25.54,4
26,900-960,2,3.16,11.71,2
26,900-960,3,18.9,59.43,14
26,900-960,4,0.07,5.4,1
26,900-960,5,21.3,49.17,8
26,900-960,6,7.34,25.88,6
26,900-960,7,34.97,71.22,13
26,960-1020,1,6.64,31.7,9
26,960-1020,2,8.86,24.99,7
26,960-1020,3,28.81,91.31,16
26,960-1020,4,0.03,4,1
26,960-1020,5,40.17,94.45,13
26,960-1020,6,13.91,32.84,7
26,960-1020,7,33.08,64.66,15
26,1020-1080,1,10.14,37.91,5
26,1020-1080,2,9.86,32.84,7
26,1020-1080,3,36.81,100.59,17
26,1020-1080,4,2.37,16.92,4
26,1020-1080,5,18.82,36.96,6
26,1020-1080,6,43.68,80.77,12
26,1020-1080,7,39.24,65.17,20
26,1080-1140,1,9.16,20.16,5
26,1080-1140,2,11.58,17.97,4
26,1080-1140,3,58.9,153.17,19
26,1080-1140,4,5.73,31.24,4
26,1080-1140,5,16.64,42.46,6
26,1080-1140,6,21.48,45.87,3
26,1080-1140,7,35.66,52.62,22
26,1140-1200,1,8.81,17.82,4
26,1140-1200,2,23.08,68.61,13
26,1140-1200,3,58.52,147.32,26
26,1140-1200,4,2.19,17.8,3
26,1140-1200,5,11.18,38.89,5
26,1140-1200,6,10.52,27.19,8
26,1140-1200,7,11.96,42.28,6
26,1200-1260,1,15.23,36.18,9
26,1200-1260,2,48.29,70.72,8
26,1200-1260,3,11.83,47.53,8
26,1200-1260,4,1.8,11.36,2
26,1200-1260,5,11.93,23.66,4
26,1200-1260,6,8.78,25.84,4
26,1200-1260,7,34.93,69.72,8
26,1260-1320,1,22.42,55.18,11
26,1260-1320,2,29.98,44.03,7
26,1260-1320,3,19.14,64.71,11
26,1260-1320,4,0.01,4.55,1
26,1260-1320,5,22.72,62.13,9
26,1260-1320,6,5.27,17.5,5
26,1260-1320,7,15.16,40.53,9
26,1320-1380,1,7.07,17.13,5
26,1320-1380,2,8.45,27.6,5
26,1320-1380,3,50,119.38,16
26,1320-1380,4,0.8,11.6,2
26,1320-1380,5,26.63,75.03,7
26,1320-1380,6,15.58,43.65,7
26,1320-1380,7,15.21,44.68,7
26,1380-1440,1,3.64,12.28,2
26,1380-1440,2,0,0,0
26,1380-1440,3,19.36,86.73,12
26,1380-1440,4,0,0,0
26,1380-1440,5,8.9,50.08,4
26,1380-1440,6,24.17,36.8,7
26,1380-1440,7,15.9,36.29,9
26,1440-1500,1,6.85,20.64,4
26,1440-1500,2,6.29,20.52,4
26,1440-1500,3,10.13,19.52,4
26,1440-1500,4,0,0,0
26,1440-1500,5,3.19,10.44,2
26,1440-1500,6,10.65,31.9,5
26,1440-1500,7,38.21,68.26,14
26,1500-1560,1,14.11,25.77,6
26,1500-1560,2,10.5,18.04,4
26,1500-1560,3,29.19,50.46,24
26,1500-1560,4,0.02,4.64,1
26,1500-1560,5,2.86,10.87,2
26,1500-1560,6,16.02,32.18,7
26,1500-1560,7,36.3,93.89,7
26,1560-1620,1,8.91,36.24,7
26,1560-1620,2,8.7,25.63,5
26,1560-1620,3,25.08,57.51,12
26,1560-1620,4,2.31,9.76,2
26,1560-1620,5,7.57,29.59,5
26,1560-1620,6,27.92,56.07,9
26,1560-1620,7,20.99,52.5,15
26,1620-1680,1,1.74,11.82,3
26,1620-1680,2,10,25.28,5
26,1620-1680,3,23.6,50.36,15
26,1620-1680,4,2.21,12.95,2
26,1620-1680,5,12.28,51.85,5
26,1620-1680,6,13.59,54.97,4
26,1620-1680,7,33.89,56.23,14
26,1680-1740,1,5.69,12.3,4
26,1680-1740,2,26.1,72.69,11
26,1680-1740,3,43.08,84.44,13
26,1680-1740,4,1.7,11.18,2
26,1680-1740,5,3.69,22.28,5
26,1680-1740,6,28.81,63.28,10
26,1680-1740,7,29.87,44.82,5
26,1740-1800,1,7.71,23.82,6
26,1740-1800,2,32.36,45.7,7
26,1740-1800,3,76.7,135.69,23
26,1740-1800,4,0,0,0
26,1740-1800,5,33.78,70.34,13
26,1740-1800,6,35.47,69.63,10
26,1740-1800,7,25.2,45.26,11
26,1800-1860,1,8.26,30.83,7
26,1800-1860,2,11.57,30.37,7
26,1800-1860,3,142.31,148.37,13
26,1800-1860,4,0.05,5,1
26,1800-1860,5,43.42,95.6,13
26,1800-1860,6,65.14,84.56,12
26,1800-1860,7,27.59,49.83,8
26,1860-1920,1,17.79,37.05,7
26,1860-1920,2,18.45,44.74,9
26,1860-1920,3,33.64,147.86,14
26,1860-1920,4,0.02,4.82,1
26,1860-1920,5,36.49,103.21,11
26,1860-1920,6,47.17,83.66,10
26,1860-1920,7,14.35,50.89,11
26,1920-1980,1,7.2,26.66,6
26,1920-1980,2,26.03,44.05,6
26,1920-1980,3,41.69,101.29,17
26,1920-1980,4,0.03,5.12,1
26,1920-1980,5,37.94,102.43,18
26,1920-1980,6,28.73,58.48,7
26,1920-1980,7,10.28,37.01,5
26,1980-2040,1,13.46,36.97,13
26,1980-2040,2,21.63,31.78,5
26,1980-2040,3,39.72,95.87,26
26,1980-2040,4,2.49,18.01,2
26,1980-2040,5,32.44,72.65,8
26,1980-2040,6,10.95,39.12,5
26,1980-2040,7,13.39,31.71,10
26,2040-2100,1,13.41,29,5
26,2040-2100,2,16.25,39.01,6
26,2040-2100,3,39.29,96.88,12
26,2040-2100,4,0.02,5.06,1
26,2040-2100,5,20.82,49.68,7
26,2040-2100,6,8.84,31.03,5
26,2040-2100,7,16.79,45.01,9
26,2100-2160,1,16.39,40.34,6
26,2100-2160,2,15.99,31.19,7
26,2100-2160,3,21.28,62.68,17
26,2100-2160,4,0.62,11.65,2
26,2100-2160,5,16.71,51.36,7
26,2100-2160,6,22.91,44.54,7
26,2100-2160,7,14.21,44.1,11
26,2160-2220,1,22.12,79.48,9
26,2160-2220,2,30.77,63.3,13
26,2160-2220,3,50.06,118.28,21
26,2160-2220,4,0.01,4.37,1
26,2160-2220,5,77.92,140.26,16
26,2160-2220,6,50.76,70.03,11
26,2160-2220,7,16.46,39.67,8
26,2220-2280,1,12.39,26.46,8
26,2220-2280,2,90.17,119.84,11
26,2220-2280,3,20.79,74.85,10
26,2220-2280,4,0.45,11.08,2
26,2220-2280,5,25.35,51.72,7
26,2220-2280,6,57.98,84.51,11
26,2220-2280,7,32.77,52.82,9
26,2280-2340,1,12.19,31.5,6
26,2280-2340,2,103.14,126.56,20
26,2280-2340,3,21.5,65.03,16
26,2280-2340,4,0,0,0
26,2280-2340,5,58.01,140.67,14
26,2280-2340,6,34.86,58.73,7
26,2280-2340,7,32.54,66.34,12
26,2340-2400,1,15.34,31.08,4
26,2340-2400,2,119.95,133.82,18
26,2340-2400,3,42.87,92.21,18
26,2340-2400,4,2.26,12.16,2
26,2340-2400,5,18.49,138.23,6
26,2340-2400,6,13.39,25.3,3
26,2340-2400,7,57.99,98.25,16
26,2400-2460,1,8.34,61.66,8
26,2400-2460,2,96.61,132.99,15
26,2400-2460,3,13.82,55.73,6
26,2400-2460,4,0,0,0
26,2400-2460,5,22.6,39.52,6
26,2400-2460,6,5.62,19.22,3
26,2400-2460,7,41.31,75.03,7
26,2460-2520,1,22.08,67.56,9
26,2460-2520,2,50.49,96.74,13
26,2460-2520,3,16.9,56.76,10
26,2460-2520,4,2.43,17.86,3
26,2460-2520,5,34.66,83.37,10
26,2460-2520,6,31.65,76.72,16
26,2460-2520,7,26.43,71.83,14
26,2520-2580,1,18.58,50.67,7
26,2520-2580,2,38.03,56.14,8
26,2520-2580,3,55.28,147.57,22
26,2520-2580,4,3.99,19.23,3
26,2520-2580,5,50.05,108.92,18
26,2520-2580,6,34.01,57.63,7
26,2520-2580,7,71.54,99.98,25
26,2580-2640,1,10.34,27.49,7
26,2580-2640,2,24.71,51.84,8
26,2580-2640,3,100.03,122.38,21
26,2580-2640,4,6.45,30.85,5
26,2580-2640,5,61.36,133.26,10
26,2580-2640,6,35.03,63.41,8
26,2580-2640,7,53.76,92.27,16
26,2640-2700,1,14.16,28.24,10
26,2640-2700,2,11.13,18.57,4
26,2640-2700,3,64.51,115.9,20
26,2640-2700,4,0.82,11.84,2
26,2640-2700,5,25.68,54.96,8
26,2640-2700,6,65.22,75.63,3
26,2640-2700,7,37.62,69.98,14
26,2700-2760,1,22.11,51.16,9
26,2700-2760,2,7.93,18.36,3
26,2700-2760,3,86.47,147.27,27
26,2700-2760,4,0.01,3.67,1
26,2700-2760,5,17.21,84.81,5
26,2700-2760,6,24.56,43.63,7
26,2700-2760,7,34.17,62.95,17
26,2760-2820,1,10.41,24.76,6
26,2760-2820,2,17.83,37.06,10
26,2760-2820,3,94.76,147.31,20
26,2760-2820,4,0,0,0
26,2760-2820,5,1.64,12.98,3
26,2760-2820,6,12.9,25.73,4
26,2760-2820,7,9.77,16.55,4
26,2820-2880,1,4.92,23.91,3
26,2820-2880,2,44.63,71.36,10
26,2820-2880,3,93.92,147.75,23
26,2820-2880,4,0,0,0
26,2820-2880,5,12.86,49.99,8
26,2820-2880,6,5.05,17.56,3
26,2820-2880,7,9.62,24.27,7
26,2880-2940,1,10.21,26.45,7
26,2880-2940,2,18.08,24.47,6
26,2880-2940,3,49.68,120.44,20
26,2880-2940,4,0,0,0
26,2880-2940,5,34.87,97.53,8
26,2880-2940,6,0.2,5.8,2
26,2880-2940,7,36.08,61.93,17
26,2940-3000,1,11.51,50.31,9
26,2940-3000,2,2.86,12.33,3
26,2940-3000,3,12.84,37.5,6
26,2940-3000,4,0,0,0
26,2940-3000,5,9.74,41.77,8
26,2940-3000,6,1.84,18.43,4
26,2940-3000,7,34.43,50.66,3
26,3000-3060,1,41.72,113.11,16
26,3000-3060,2,9.79,18.83,3
26,3000-3060,3,13.14,31.2,4
26,3000-3060,4,0.02,5.08,1
26,3000-3060,5,18.94,52.78,10
26,3000-3060,6,5.64,25.81,5
26,3000-3060,7,21.82,52.62,9
26,3060-3120,1,21.73,61.58,14
26,3060-3120,2,11.31,24.59,4
26,3060-3120,3,23.23,91.55,17
26,3060-3120,4,1.39,11.01,2
26,3060-3120,5,35.27,101.97,11
26,3060-3120,6,12.94,38.31,5
26,3060-3120,7,27.11,71.87,15
26,3120-3180,1,17.96,35.34,7
26,3120-3180,2,8.82,24.94,5
26,3120-3180,3,45,110.59,13
26,3120-3180,4,0.9,10.15,0
26,3120-3180,5,16.67,61.34,8
26,3120-3180,6,5.95,16.57,3
26,3120-3180,7,20.33,41.78,8
26,3180-3240,1,7.31,25.81,4
26,3180-3240,2,24.24,52.35,10
26,3180-3240,3,18.34,57.14,9
26,3180-3240,4,0.01,4.51,1
26,3180-3240,5,16.84,56.68,11
26,3180-3240,6,5.81,24.18,3
26,3180-3240,7,13.76,38.89,10
26,3240-3300,1,12.22,33.25,8
26,3240-3300,2,32.11,53.69,9
26,3240-3300,3,22.08,65.1,16
26,3240-3300,4,0.03,4.96,1
26,3240-3300,5,30.6,68.91,9
26,3240-3300,6,17.39,45.66,8
26,3240-3300,7,27.79,63.21,11
26,3300-3360,1,10.34,32.86,7
26,3300-3360,2,43.82,68.94,10
26,3300-3360,3,28.56,79.01,10
26,3300-3360,4,1.62,12.27,2
26,3300-3360,5,9.7,33.25,5
26,3300-3360,6,13.81,32.46,4
26,3300-3360,7,25.12,62.28,10
26,3360-3420,1,2.84,24.33,4
26,3360-3420,2,61.74,97.45,15
26,3360-3420,3,15.56,51.65,7
26,3360-3420,4,0.04,4.81,1
26,3360-3420,5,71.83,140.42,19
26,3360-3420,6,5.59,17.25,2
26,3360-3420,7,16.38,42.79,11
26,3420-3480,1,8.61,19.64,3
26,3420-3480,2,88.55,110.67,18
26,3420-3480,3,23.72,79.01,12
26,3420-3480,4,1.64,11.73,2
